c2;c3;NameAuto;c4;c4o;c5;c5m;c6;c6a;c7;c8;c8_o;ListVehicles;PARENT_KEY;KEY;Fexp
1;A;Automóvil;1;;2;66001;2;1;2008;1;;Vehículo No. 1: Automóvil (2008);uuid:38d81220-9026-4f52-991a-f8915b447439;uuid:38d81220-9026-4f52-991a-f8915b447439/accepted/C/C.1/vehicles[1];81,25
1;E;Motocicleta;1;;;;2;8;2011;1;;Vehículo No. 1: Motocicleta (2011);uuid:1807b7af-c09e-47af-9234-18f1a768cd61;uuid:1807b7af-c09e-47af-9234-18f1a768cd61/accepted/C/C.1/vehicles[1];132,19
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:1807b7af-c09e-47af-9234-18f1a768cd61;uuid:1807b7af-c09e-47af-9234-18f1a768cd61/accepted/C/C.1/vehicles[2];132,19
1;B;Campero/Camioneta;1;;1;11001;1;1;2014;1;;Vehículo No. 1: Campero/Camioneta (2014);uuid:6603181f-9cf9-4754-9aa4-f710acbef8e6;uuid:6603181f-9cf9-4754-9aa4-f710acbef8e6/accepted/C/C.1/vehicles[1];2,93
1;E;Motocicleta;1;;;;2;8;2019;1;;Vehículo No. 1: Motocicleta (2019);uuid:6511a0c7-545d-4af7-a784-8951c586decc;uuid:6511a0c7-545d-4af7-a784-8951c586decc/accepted/C/C.1/vehicles[1];200,03
2;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 2: Motocicleta (2021);uuid:6511a0c7-545d-4af7-a784-8951c586decc;uuid:6511a0c7-545d-4af7-a784-8951c586decc/accepted/C/C.1/vehicles[2];200,03
3;E;Motocicleta;1;;;;2;8;2017;1;;Vehículo No. 3: Motocicleta (2017);uuid:6511a0c7-545d-4af7-a784-8951c586decc;uuid:6511a0c7-545d-4af7-a784-8951c586decc/accepted/C/C.1/vehicles[3];200,03
1;E;Motocicleta;1;;;;2;8;2017;1;;Vehículo No. 1: Motocicleta (2017);uuid:b8836b3b-7304-4b9c-88cf-a9f84022d343;uuid:b8836b3b-7304-4b9c-88cf-a9f84022d343/accepted/C/C.1/vehicles[1];164,15
1;A;Automóvil;1;;2;25151;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:e17ad7d9-a341-4d3b-810d-4d777bc9c753;uuid:e17ad7d9-a341-4d3b-810d-4d777bc9c753/accepted/C/C.1/vehicles[1];169,11
1;A;Automóvil;1;;1;11001;2;1;2010;1;;Vehículo No. 1: Automóvil (2010);uuid:f7b91ee3-760d-433d-b8ae-d50d0bae6397;uuid:f7b91ee3-760d-433d-b8ae-d50d0bae6397/accepted/C/C.1/vehicles[1];68,98
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:21c3f7a4-cf86-4f90-b4ce-4e45c44d0cba;uuid:21c3f7a4-cf86-4f90-b4ce-4e45c44d0cba/accepted/C/C.1/vehicles[1];40,88
2;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 2: Motocicleta (9999);uuid:21c3f7a4-cf86-4f90-b4ce-4e45c44d0cba;uuid:21c3f7a4-cf86-4f90-b4ce-4e45c44d0cba/accepted/C/C.1/vehicles[2];40,88
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:b67e6e4d-f46a-4b79-91c2-de7cc8ca85ce;uuid:b67e6e4d-f46a-4b79-91c2-de7cc8ca85ce/accepted/C/C.1/vehicles[1];45,57
1;H;Taxi;1;;1;11001;1;1;9999;2;;Vehículo No. 1: Taxi (9999);uuid:6c2ded56-b3be-460c-a3c9-edc4d2a28274;uuid:6c2ded56-b3be-460c-a3c9-edc4d2a28274/accepted/C/C.1/vehicles[1];329,41
1;F;Moto - carro;1;;;;2;8;9999;1;;Vehículo No. 1: Moto - carro (9999);uuid:8982ef42-bb6a-4c8f-9b23-854067222561;uuid:8982ef42-bb6a-4c8f-9b23-854067222561/accepted/C/C.1/vehicles[1];264,54
1;E;Motocicleta;1;;;;2;8;1994;1;;Vehículo No. 1: Motocicleta (1994);uuid:bb0d4e59-8ba4-4f37-a3f3-9f9ab887ce95;uuid:bb0d4e59-8ba4-4f37-a3f3-9f9ab887ce95/accepted/C/C.1/vehicles[1];6,23
1;E;Motocicleta;1;;;;2;8;2017;1;;Vehículo No. 1: Motocicleta (2017);uuid:346a2534-f7d2-4971-96c5-f15e764f9d02;uuid:346a2534-f7d2-4971-96c5-f15e764f9d02/accepted/C/C.1/vehicles[1];78,47
1;E;Motocicleta;1;;;;2;8;2015;1;;Vehículo No. 1: Motocicleta (2015);uuid:f0eb95cb-bc24-4072-8b08-e6e4fae1c04a;uuid:f0eb95cb-bc24-4072-8b08-e6e4fae1c04a/accepted/C/C.1/vehicles[1];92,20
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:5a741051-1d21-4c80-8180-ec79e481d62c;uuid:5a741051-1d21-4c80-8180-ec79e481d62c/accepted/C/C.1/vehicles[1];10,93
1;E;Motocicleta;1;;;;2;8;2003;1;;Vehículo No. 1: Motocicleta (2003);uuid:b3e2c45e-13a8-47c3-afb7-a97ebbe9f2a2;uuid:b3e2c45e-13a8-47c3-afb7-a97ebbe9f2a2/accepted/C/C.1/vehicles[1];306,82
1;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 1: Motocicleta (2022);uuid:cf7bc59c-ffb7-40a0-b3d5-797542daa769;uuid:cf7bc59c-ffb7-40a0-b3d5-797542daa769/accepted/C/C.1/vehicles[1];6,16
1;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 1: Motocicleta (2022);uuid:cafd9401-256b-4461-bc94-35a388b5780d;uuid:cafd9401-256b-4461-bc94-35a388b5780d/accepted/C/C.1/vehicles[1];6,09
1;E;Motocicleta;1;;;;2;8;2019;1;;Vehículo No. 1: Motocicleta (2019);uuid:f7dedd68-f342-457a-8c34-53b8282d9b5e;uuid:f7dedd68-f342-457a-8c34-53b8282d9b5e/accepted/C/C.1/vehicles[1];6,13
1;A;Automóvil;1;;1;11001;1;1;1998;1;;Vehículo No. 1: Automóvil (1998);uuid:4965d412-c93a-4362-9a63-93cc264172d4;uuid:4965d412-c93a-4362-9a63-93cc264172d4/accepted/C/C.1/vehicles[1];6,11
2;E;Motocicleta;1;;;;2;8;2016;1;;Vehículo No. 2: Motocicleta (2016);uuid:4965d412-c93a-4362-9a63-93cc264172d4;uuid:4965d412-c93a-4362-9a63-93cc264172d4/accepted/C/C.1/vehicles[2];6,11
1;E;Motocicleta;1;;;;2;8;2000;1;;Vehículo No. 1: Motocicleta (2000);uuid:c1361a77-d905-4611-86ab-cc535f23b01e;uuid:c1361a77-d905-4611-86ab-cc535f23b01e/accepted/C/C.1/vehicles[1];457,85
1;E;Motocicleta;1;;;;2;8;2014;1;;Vehículo No. 1: Motocicleta (2014);uuid:a0284b06-e255-4dbe-b47c-e4cb59c3ede0;uuid:a0284b06-e255-4dbe-b47c-e4cb59c3ede0/accepted/C/C.1/vehicles[1];80,32
1;E;Motocicleta;1;;;;2;8;2015;1;;Vehículo No. 1: Motocicleta (2015);uuid:8e93a4e8-3ad5-4603-99ed-2a39966d4342;uuid:8e93a4e8-3ad5-4603-99ed-2a39966d4342/accepted/C/C.1/vehicles[1];5,97
2;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 2: Motocicleta (2022);uuid:8e93a4e8-3ad5-4603-99ed-2a39966d4342;uuid:8e93a4e8-3ad5-4603-99ed-2a39966d4342/accepted/C/C.1/vehicles[2];5,97
1;E;Motocicleta;1;;;;2;8;2018;1;;Vehículo No. 1: Motocicleta (2018);uuid:1f1f2d6b-078e-4be1-bfcf-7f10c2a48d31;uuid:1f1f2d6b-078e-4be1-bfcf-7f10c2a48d31/accepted/C/C.1/vehicles[1];464,91
1;F;Moto - carro;1;;;;2;8;2020;1;;Vehículo No. 1: Moto - carro (2020);uuid:fad1f077-d16c-47ce-8c6c-929e659ffd7d;uuid:fad1f077-d16c-47ce-8c6c-929e659ffd7d/accepted/C/C.1/vehicles[1];506,89
1;B;Campero/Camioneta;1;;1;11001;2;1;2010;1;;Vehículo No. 1: Campero/Camioneta (2010);uuid:f32a458d-0679-45f9-a0a7-91d6bebee0d5;uuid:f32a458d-0679-45f9-a0a7-91d6bebee0d5/accepted/C/C.1/vehicles[1];447,74
1;A;Automóvil;1;;1;11001;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:f8627a32-56da-49b6-b3d1-560fb8a599b8;uuid:f8627a32-56da-49b6-b3d1-560fb8a599b8/accepted/C/C.1/vehicles[1];105,16
2;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 2: Motocicleta (2021);uuid:f8627a32-56da-49b6-b3d1-560fb8a599b8;uuid:f8627a32-56da-49b6-b3d1-560fb8a599b8/accepted/C/C.1/vehicles[2];105,16
1;A;Automóvil;1;;1;11001;2;1;1996;1;;Vehículo No. 1: Automóvil (1996);uuid:c5124970-b3a2-4562-8497-55b0695aa076;uuid:c5124970-b3a2-4562-8497-55b0695aa076/accepted/C/C.1/vehicles[1];325,94
2;A;Automóvil;1;;1;11001;2;1;2007;1;;Vehículo No. 2: Automóvil (2007);uuid:c5124970-b3a2-4562-8497-55b0695aa076;uuid:c5124970-b3a2-4562-8497-55b0695aa076/accepted/C/C.1/vehicles[2];325,94
1;E;Motocicleta;1;;;;2;8;2017;1;;Vehículo No. 1: Motocicleta (2017);uuid:2ab66bd9-888a-4a15-ae72-e6555338d665;uuid:2ab66bd9-888a-4a15-ae72-e6555338d665/accepted/C/C.1/vehicles[1];359,96
2;E;Motocicleta;5;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:2ab66bd9-888a-4a15-ae72-e6555338d665;uuid:2ab66bd9-888a-4a15-ae72-e6555338d665/accepted/C/C.1/vehicles[2];359,96
1;E;Motocicleta;1;;;;2;8;2014;1;;Vehículo No. 1: Motocicleta (2014);uuid:95a164c8-48dd-40e6-b010-060daf3b1ca1;uuid:95a164c8-48dd-40e6-b010-060daf3b1ca1/accepted/C/C.1/vehicles[1];308,34
2;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 2: Motocicleta (2022);uuid:95a164c8-48dd-40e6-b010-060daf3b1ca1;uuid:95a164c8-48dd-40e6-b010-060daf3b1ca1/accepted/C/C.1/vehicles[2];308,34
1;E;Motocicleta;1;;;;2;8;2013;1;;Vehículo No. 1: Motocicleta (2013);uuid:4e1389a8-07fb-4830-a423-4e908c68e378;uuid:4e1389a8-07fb-4830-a423-4e908c68e378/accepted/C/C.1/vehicles[1];274,56
2;E;Motocicleta;1;;;;2;8;2018;1;;Vehículo No. 2: Motocicleta (2018);uuid:4e1389a8-07fb-4830-a423-4e908c68e378;uuid:4e1389a8-07fb-4830-a423-4e908c68e378/accepted/C/C.1/vehicles[2];274,56
1;E;Motocicleta;1;;;;2;8;2016;1;;Vehículo No. 1: Motocicleta (2016);uuid:1386568b-637c-4467-bc59-db133036662f;uuid:1386568b-637c-4467-bc59-db133036662f/accepted/C/C.1/vehicles[1];294,92
1;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 1: Motocicleta (2021);uuid:38d3bcde-886f-4fc7-9ea3-223a499a21ad;uuid:38d3bcde-886f-4fc7-9ea3-223a499a21ad/accepted/C/C.1/vehicles[1];6,10
1;E;Motocicleta;1;;;;2;8;2017;1;;Vehículo No. 1: Motocicleta (2017);uuid:83946319-258e-487c-b921-dd3b8905d32b;uuid:83946319-258e-487c-b921-dd3b8905d32b/accepted/C/C.1/vehicles[1];6,09
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:5ca40e0f-3396-456d-8253-6cc48fc98b3a;uuid:5ca40e0f-3396-456d-8253-6cc48fc98b3a/accepted/C/C.1/vehicles[1];169,56
1;E;Motocicleta;1;;;;2;8;2016;1;;Vehículo No. 1: Motocicleta (2016);uuid:d228c57d-62cd-41ee-a000-0ae8c425fd7c;uuid:d228c57d-62cd-41ee-a000-0ae8c425fd7c/accepted/C/C.1/vehicles[1];10,95
1;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 1: Motocicleta (2023);uuid:b46aec38-a34e-48a5-9dba-d14a96fa6917;uuid:b46aec38-a34e-48a5-9dba-d14a96fa6917/accepted/C/C.1/vehicles[1];1029,45
1;A;Automóvil;1;;1;11001;2;1;1970;1;;Vehículo No. 1: Automóvil (1970);uuid:b72707b7-a267-420f-802b-25cb0db0d04b;uuid:b72707b7-a267-420f-802b-25cb0db0d04b/accepted/C/C.1/vehicles[1];1014,81
1;H;Taxi;1;;1;11001;1;1;2018;1;;Vehículo No. 1: Taxi (2018);uuid:d50a96c1-2f50-43a9-bb76-e03ba3f38837;uuid:d50a96c1-2f50-43a9-bb76-e03ba3f38837/accepted/C/C.1/vehicles[1];665,65
1;A;Automóvil;1;;1;11001;1;1;1996;1;;Vehículo No. 1: Automóvil (1996);uuid:a3548251-c3d6-48cb-b1de-42db2117a37c;uuid:a3548251-c3d6-48cb-b1de-42db2117a37c/accepted/C/C.1/vehicles[1];109,43
1;E;Motocicleta;1;;;;2;8;2019;1;;Vehículo No. 1: Motocicleta (2019);uuid:5d7e2c7d-7a75-4bf0-bd0a-996bcb6526f3;uuid:5d7e2c7d-7a75-4bf0-bd0a-996bcb6526f3/accepted/C/C.1/vehicles[1];10,96
1;C;Pick Up/Van;2;;2;63001;1;6;2012;1;;Vehículo No. 1: Pick Up/Van (2012);uuid:c22c67ed-6424-4c3e-ada1-dc7820dc12db;uuid:c22c67ed-6424-4c3e-ada1-dc7820dc12db/accepted/C/C.1/vehicles[1];256,26
1;A;Automóvil;1;;1;11001;1;1;2010;1;;Vehículo No. 1: Automóvil (2010);uuid:d5038aa6-a7d6-4989-94e9-57913382b806;uuid:d5038aa6-a7d6-4989-94e9-57913382b806/accepted/C/C.1/vehicles[1];5,47
1;A;Automóvil;1;;1;11001;2;1;1985;1;;Vehículo No. 1: Automóvil (1985);uuid:38087c3d-1fbf-4c41-b9dd-e8a606e44fa1;uuid:38087c3d-1fbf-4c41-b9dd-e8a606e44fa1/accepted/C/C.1/vehicles[1];343,98
1;E;Motocicleta;1;;;;2;8;2006;1;;Vehículo No. 1: Motocicleta (2006);uuid:9bb9e5c2-45bb-459b-af0b-54fdc8c19e34;uuid:9bb9e5c2-45bb-459b-af0b-54fdc8c19e34/accepted/C/C.1/vehicles[1];688,83
2;E;Motocicleta;1;;;;2;8;2006;1;;Vehículo No. 2: Motocicleta (2006);uuid:9bb9e5c2-45bb-459b-af0b-54fdc8c19e34;uuid:9bb9e5c2-45bb-459b-af0b-54fdc8c19e34/accepted/C/C.1/vehicles[2];688,83
3;E;Motocicleta;1;;;;2;8;2006;1;;Vehículo No. 3: Motocicleta (2006);uuid:9bb9e5c2-45bb-459b-af0b-54fdc8c19e34;uuid:9bb9e5c2-45bb-459b-af0b-54fdc8c19e34/accepted/C/C.1/vehicles[3];688,83
1;A;Automóvil;1;;1;11001;2;1;2016;6;GLORIA AVELLANEDA;Vehículo No. 1: Automóvil (2016);uuid:616bab7b-6bec-4b0f-ba5b-3401e4a289ed;uuid:616bab7b-6bec-4b0f-ba5b-3401e4a289ed/accepted/C/C.1/vehicles[1];322,85
1;B;Campero/Camioneta;1;;2;50001;2;1;1994;6;HERMES VARELA;Vehículo No. 1: Campero/Camioneta (1994);uuid:50f3db85-fa5c-4e80-9251-fbb7ab1f8701;uuid:50f3db85-fa5c-4e80-9251-fbb7ab1f8701/accepted/C/C.1/vehicles[1];320,76
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:a350eb43-fe42-4316-9eb8-377049344071;uuid:a350eb43-fe42-4316-9eb8-377049344071/accepted/C/C.1/vehicles[1];335,08
1;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 1: Motocicleta (2020);uuid:fb55feb4-b5ab-4cab-ae22-4fbbd66057df;uuid:fb55feb4-b5ab-4cab-ae22-4fbbd66057df/accepted/C/C.1/vehicles[1];161,28
1;A;Automóvil;1;;1;11001;2;1;2002;1;;Vehículo No. 1: Automóvil (2002);uuid:2a10dd9a-1581-4262-a6bf-1555fdb15d50;uuid:2a10dd9a-1581-4262-a6bf-1555fdb15d50/accepted/C/C.1/vehicles[1];445,72
1;B;Campero/Camioneta;1;;2;15001;2;1;1995;1;;Vehículo No. 1: Campero/Camioneta (1995);uuid:c881837b-6bf7-45b2-9792-29294742dc74;uuid:c881837b-6bf7-45b2-9792-29294742dc74/accepted/C/C.1/vehicles[1];472,48
2;B;Campero/Camioneta;1;;1;11001;2;1;2008;1;;Vehículo No. 2: Campero/Camioneta (2008);uuid:c881837b-6bf7-45b2-9792-29294742dc74;uuid:c881837b-6bf7-45b2-9792-29294742dc74/accepted/C/C.1/vehicles[2];472,48
1;B;Campero/Camioneta;1;;1;11001;1;1;2010;1;;Vehículo No. 1: Campero/Camioneta (2010);uuid:491b49d7-9db3-4042-8caa-ba1037674a3f;uuid:491b49d7-9db3-4042-8caa-ba1037674a3f/accepted/C/C.1/vehicles[1];105,02
1;H;Taxi;1;;1;11001;1;1;2008;1;;Vehículo No. 1: Taxi (2008);uuid:328958d7-3160-4fdd-b340-57b3bb60c2e8;uuid:328958d7-3160-4fdd-b340-57b3bb60c2e8/accepted/C/C.1/vehicles[1];123,32
1;E;Motocicleta;1;;;;2;8;2000;5;;Vehículo No. 1: Motocicleta (2000);uuid:845f3a6d-a6c3-46a9-ac32-060c9625dd41;uuid:845f3a6d-a6c3-46a9-ac32-060c9625dd41/accepted/C/C.1/vehicles[1];499,69
1;B;Campero/Camioneta;4;;1;11001;2;1;1998;1;;Vehículo No. 1: Campero/Camioneta (1998);uuid:0d802291-f3fa-45d1-8b5f-7c45094c47ad;uuid:0d802291-f3fa-45d1-8b5f-7c45094c47ad/accepted/C/C.1/vehicles[1];135,75
2;H;Taxi;1;;1;11001;1;1;2006;1;;Vehículo No. 2: Taxi (2006);uuid:0d802291-f3fa-45d1-8b5f-7c45094c47ad;uuid:0d802291-f3fa-45d1-8b5f-7c45094c47ad/accepted/C/C.1/vehicles[2];135,75
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:4bdba3f0-d224-49d3-a1b7-c0cf4835b0d4;uuid:4bdba3f0-d224-49d3-a1b7-c0cf4835b0d4/accepted/C/C.1/vehicles[1];6,10
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:4a432153-b65d-41ae-a6a2-fce413a4292a;uuid:4a432153-b65d-41ae-a6a2-fce413a4292a/accepted/C/C.1/vehicles[1];720,10
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:b40dc09a-4970-4ad0-a171-e0eba3a9cf4e;uuid:b40dc09a-4970-4ad0-a171-e0eba3a9cf4e/accepted/C/C.1/vehicles[1];707,36
2;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 2: Automóvil (9999);uuid:b40dc09a-4970-4ad0-a171-e0eba3a9cf4e;uuid:b40dc09a-4970-4ad0-a171-e0eba3a9cf4e/accepted/C/C.1/vehicles[2];707,36
1;A;Automóvil;1;;1;11001;2;1;1998;1;;Vehículo No. 1: Automóvil (1998);uuid:a0ca2429-db1f-4a4a-9022-add3d7b74971;uuid:a0ca2429-db1f-4a4a-9022-add3d7b74971/accepted/C/C.1/vehicles[1];482,42
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:779b3d6c-641c-4f35-ab53-8fc0fe057197;uuid:779b3d6c-641c-4f35-ab53-8fc0fe057197/accepted/C/C.1/vehicles[1];66,97
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:917adc63-0502-4c71-83df-44ea7ee06501;uuid:917adc63-0502-4c71-83df-44ea7ee06501/accepted/C/C.1/vehicles[1];95,78
2;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 2: Motocicleta (9999);uuid:917adc63-0502-4c71-83df-44ea7ee06501;uuid:917adc63-0502-4c71-83df-44ea7ee06501/accepted/C/C.1/vehicles[2];95,78
1;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 1: Motocicleta (2022);uuid:191a27c8-8f54-461d-a2a0-9c28eef05666;uuid:191a27c8-8f54-461d-a2a0-9c28eef05666/accepted/C/C.1/vehicles[1];493,09
1;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 1: Motocicleta (2021);uuid:4da3eec7-9b70-433b-85a5-05cb6dcc6f6f;uuid:4da3eec7-9b70-433b-85a5-05cb6dcc6f6f/accepted/C/C.1/vehicles[1];479,92
1;A;Automóvil;1;;1;11001;2;1;2013;1;;Vehículo No. 1: Automóvil (2013);uuid:bb467dae-1fd2-44c0-bebb-81f0ab8c89b2;uuid:bb467dae-1fd2-44c0-bebb-81f0ab8c89b2/accepted/C/C.1/vehicles[1];66,94
1;E;Motocicleta;1;;;;2;8;9999;2;;Vehículo No. 1: Motocicleta (9999);uuid:81393172-8573-417d-a705-2a7cacad421a;uuid:81393172-8573-417d-a705-2a7cacad421a/accepted/C/C.1/vehicles[1];244,86
1;E;Motocicleta;1;;;;2;8;2013;1;;Vehículo No. 1: Motocicleta (2013);uuid:cca520ec-78ac-4a25-8cf5-bf6e291304d3;uuid:cca520ec-78ac-4a25-8cf5-bf6e291304d3/accepted/C/C.1/vehicles[1];2,76
1;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 1: Motocicleta (2021);uuid:2f2c3886-226c-4ca5-b4aa-450f1e686d17;uuid:2f2c3886-226c-4ca5-b4aa-450f1e686d17/accepted/C/C.1/vehicles[1];2,57
1;B;Campero/Camioneta;4;;1;25754;1;6;1966;1;;Vehículo No. 1: Campero/Camioneta (1966);uuid:38ec415c-2133-4401-a5f3-acf6089d269d;uuid:38ec415c-2133-4401-a5f3-acf6089d269d/accepted/C/C.1/vehicles[1];2,51
1;A;Automóvil;1;;1;25286;2;1;1996;1;;Vehículo No. 1: Automóvil (1996);uuid:242e7981-efbc-4983-9cef-cfa4db1c9c96;uuid:242e7981-efbc-4983-9cef-cfa4db1c9c96/accepted/C/C.1/vehicles[1];482,18
1;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 1: Motocicleta (2023);uuid:0182ff4e-9b44-4464-86f7-8f13162842f0;uuid:0182ff4e-9b44-4464-86f7-8f13162842f0/accepted/C/C.1/vehicles[1];5,98
1;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 1: Motocicleta (2020);uuid:89ffe8a6-3bdc-44a5-aadc-e3ccfbb8515b;uuid:89ffe8a6-3bdc-44a5-aadc-e3ccfbb8515b/accepted/C/C.1/vehicles[1];6,16
1;A;Automóvil;1;;1;11001;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:a86e54eb-19e2-4a94-991d-282f4d77a892;uuid:a86e54eb-19e2-4a94-991d-282f4d77a892/accepted/C/C.1/vehicles[1];6,22
2;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 2: Motocicleta (2023);uuid:a86e54eb-19e2-4a94-991d-282f4d77a892;uuid:a86e54eb-19e2-4a94-991d-282f4d77a892/accepted/C/C.1/vehicles[2];6,22
1;A;Automóvil;1;;1;11001;2;1;2014;1;;Vehículo No. 1: Automóvil (2014);uuid:3c7e53bd-1696-41e3-acca-0480a4c76730;uuid:3c7e53bd-1696-41e3-acca-0480a4c76730/accepted/C/C.1/vehicles[1];234,45
2;E;Motocicleta;1;;;;2;8;2015;1;;Vehículo No. 2: Motocicleta (2015);uuid:3c7e53bd-1696-41e3-acca-0480a4c76730;uuid:3c7e53bd-1696-41e3-acca-0480a4c76730/accepted/C/C.1/vehicles[2];234,45
1;E;Motocicleta;1;;;;2;8;2016;1;;Vehículo No. 1: Motocicleta (2016);uuid:83565dda-4adf-4c96-bdf2-de3ec4f23745;uuid:83565dda-4adf-4c96-bdf2-de3ec4f23745/accepted/C/C.1/vehicles[1];6,12
1;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 1: Motocicleta (2021);uuid:326fd1a7-536f-41fb-901d-87782f53e8bf;uuid:326fd1a7-536f-41fb-901d-87782f53e8bf/accepted/C/C.1/vehicles[1];6,08
1;A;Automóvil;2;;1;11001;1;1;2014;1;;Vehículo No. 1: Automóvil (2014);uuid:6cc05674-5ddd-4a6b-b1e9-294346bb264d;uuid:6cc05674-5ddd-4a6b-b1e9-294346bb264d/accepted/C/C.1/vehicles[1];6,30
2;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 2: Motocicleta (2022);uuid:6cc05674-5ddd-4a6b-b1e9-294346bb264d;uuid:6cc05674-5ddd-4a6b-b1e9-294346bb264d/accepted/C/C.1/vehicles[2];6,30
1;E;Motocicleta;1;;;;2;8;2017;1;;Vehículo No. 1: Motocicleta (2017);uuid:63df37aa-2f6e-4409-a7fd-3983b5fc2893;uuid:63df37aa-2f6e-4409-a7fd-3983b5fc2893/accepted/C/C.1/vehicles[1];188,62
1;F;Moto - carro;1;;;;2;8;2016;1;;Vehículo No. 1: Moto - carro (2016);uuid:98490631-a82d-400b-b688-28cf15f767c9;uuid:98490631-a82d-400b-b688-28cf15f767c9/accepted/C/C.1/vehicles[1];192,10
1;B;Campero/Camioneta;1;;1;11001;1;1;2007;1;;Vehículo No. 1: Campero/Camioneta (2007);uuid:a2bd1ae3-4dc8-4a44-bf42-e664990c3731;uuid:a2bd1ae3-4dc8-4a44-bf42-e664990c3731/accepted/C/C.1/vehicles[1];189,25
2;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 2: Motocicleta (2022);uuid:a2bd1ae3-4dc8-4a44-bf42-e664990c3731;uuid:a2bd1ae3-4dc8-4a44-bf42-e664990c3731/accepted/C/C.1/vehicles[2];189,25
1;F;Moto - carro;1;;;;1;8;2006;1;;Vehículo No. 1: Moto - carro (2006);uuid:db93f00f-f7a0-4a15-9af2-0255f78bf4c3;uuid:db93f00f-f7a0-4a15-9af2-0255f78bf4c3/accepted/C/C.1/vehicles[1];6,22
1;F;Moto - carro;1;;;;2;8;1998;1;;Vehículo No. 1: Moto - carro (1998);uuid:b0219a74-33cf-4410-bb1f-0a1cd2a9c224;uuid:b0219a74-33cf-4410-bb1f-0a1cd2a9c224/accepted/C/C.1/vehicles[1];95,74
1;E;Motocicleta;1;;;;2;8;2016;1;;Vehículo No. 1: Motocicleta (2016);uuid:358eccc2-f884-419d-aea9-83d727fc8f58;uuid:358eccc2-f884-419d-aea9-83d727fc8f58/accepted/C/C.1/vehicles[1];100,42
1;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 1: Motocicleta (2022);uuid:28476e88-3e58-4749-a19a-da2898cf6260;uuid:28476e88-3e58-4749-a19a-da2898cf6260/accepted/C/C.1/vehicles[1];639,70
1;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 1: Motocicleta (2021);uuid:13e3cf29-849a-4b69-9b3d-ad5811dee643;uuid:13e3cf29-849a-4b69-9b3d-ad5811dee643/accepted/C/C.1/vehicles[1];586,22
1;E;Motocicleta;1;;;;2;8;2012;1;;Vehículo No. 1: Motocicleta (2012);uuid:d26c5beb-ae1c-4524-82d9-18b23a7366c0;uuid:d26c5beb-ae1c-4524-82d9-18b23a7366c0/accepted/C/C.1/vehicles[1];289,99
