c2;c3;NameAuto;c4;c4o;c5;c5m;c6;c6a;c7;c8;c8_o;ListVehicles;PARENT_KEY;KEY;Fexp
1;A;Automóvil;1;;1;11001;2;1;2009;1;;Vehículo No. 1: Automóvil (2009);uuid:3b0323ad-6597-4352-ad29-e07aadc0cf54;uuid:3b0323ad-6597-4352-ad29-e07aadc0cf54/accepted/C/C.1/vehicles[1];37,27
2;A;Automóvil;1;;1;11001;2;1;9999;6;Compañero de trabajo;Vehículo No. 2: Automóvil (9999);uuid:3b0323ad-6597-4352-ad29-e07aadc0cf54;uuid:3b0323ad-6597-4352-ad29-e07aadc0cf54/accepted/C/C.1/vehicles[2];37,27
1;A;Automóvil;1;;1;11001;2;1;2012;1;;Vehículo No. 1: Automóvil (2012);uuid:4c7f38fd-177c-4c60-9bc6-584e96ffdca7;uuid:4c7f38fd-177c-4c60-9bc6-584e96ffdca7/accepted/C/C.1/vehicles[1];163,44
1;A;Automóvil;1;;1;25175;2;1;2017;1;;Vehículo No. 1: Automóvil (2017);uuid:db8cf612-cbba-4cc2-9c85-5c5d271cff36;uuid:db8cf612-cbba-4cc2-9c85-5c5d271cff36/accepted/C/C.1/vehicles[1];225,31
1;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 1: Motocicleta (2022);uuid:8c6ba458-eca9-4c9a-a3d0-c49249326329;uuid:8c6ba458-eca9-4c9a-a3d0-c49249326329/accepted/C/C.1/vehicles[1];40,98
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:ec7e9eaf-7bbb-4153-b749-5ca62a49a404;uuid:ec7e9eaf-7bbb-4153-b749-5ca62a49a404/accepted/C/C.1/vehicles[1];34,10
1;A;Automóvil;1;;1;11001;2;1;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:5fa28d45-c2a4-42d7-a914-f8f1692158aa;uuid:5fa28d45-c2a4-42d7-a914-f8f1692158aa/accepted/C/C.1/vehicles[1];83,75
1;A;Automóvil;1;;1;11001;2;1;2017;1;;Vehículo No. 1: Automóvil (2017);uuid:aa961e59-8c47-4a89-aa1c-ef73bd0516a5;uuid:aa961e59-8c47-4a89-aa1c-ef73bd0516a5/accepted/C/C.1/vehicles[1];85,51
1;A;Automóvil;1;;1;11001;2;1;2020;1;;Vehículo No. 1: Automóvil (2020);uuid:9a75b142-d871-44ff-988a-83d55b7e018b;uuid:9a75b142-d871-44ff-988a-83d55b7e018b/accepted/C/C.1/vehicles[1];83,17
1;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 1: Motocicleta (2021);uuid:225afe43-f723-4144-ab55-d4688043a59f;uuid:225afe43-f723-4144-ab55-d4688043a59f/accepted/C/C.1/vehicles[1];32,40
1;A;Automóvil;1;;1;11001;2;1;2016;1;;Vehículo No. 1: Automóvil (2016);uuid:b34e4fbb-fcbb-42a8-bcf5-60537f266036;uuid:b34e4fbb-fcbb-42a8-bcf5-60537f266036/accepted/C/C.1/vehicles[1];181,24
2;B;Campero/Camioneta;2;;1;11001;2;1;2011;1;;Vehículo No. 2: Campero/Camioneta (2011);uuid:b34e4fbb-fcbb-42a8-bcf5-60537f266036;uuid:b34e4fbb-fcbb-42a8-bcf5-60537f266036/accepted/C/C.1/vehicles[2];181,24
1;E;Motocicleta;1;;;;2;8;2004;1;;Vehículo No. 1: Motocicleta (2004);uuid:e39d5818-0f83-4677-a6db-181045522979;uuid:e39d5818-0f83-4677-a6db-181045522979/accepted/C/C.1/vehicles[1];125,91
1;A;Automóvil;1;;1;25377;2;1;2016;1;;Vehículo No. 1: Automóvil (2016);uuid:00c2b1ac-48c0-4e54-b998-0521e8db05a5;uuid:00c2b1ac-48c0-4e54-b998-0521e8db05a5/accepted/C/C.1/vehicles[1];54,50
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:00c2b1ac-48c0-4e54-b998-0521e8db05a5;uuid:00c2b1ac-48c0-4e54-b998-0521e8db05a5/accepted/C/C.1/vehicles[2];54,50
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:a9d9bfcb-c721-45fd-854f-5ab1fbfc4ffa;uuid:a9d9bfcb-c721-45fd-854f-5ab1fbfc4ffa/accepted/C/C.1/vehicles[1];137,95
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:f1052fe3-4adb-4ba9-8491-40a038b218b7;uuid:f1052fe3-4adb-4ba9-8491-40a038b218b7/accepted/C/C.1/vehicles[1];249,59
1;A;Automóvil;1;;1;11001;2;1;2022;1;;Vehículo No. 1: Automóvil (2022);uuid:4f62ca6c-bf80-4084-9190-263a6282bd64;uuid:4f62ca6c-bf80-4084-9190-263a6282bd64/accepted/C/C.1/vehicles[1];268,37
2;A;Automóvil;1;;1;11001;2;1;2020;1;;Vehículo No. 2: Automóvil (2020);uuid:4f62ca6c-bf80-4084-9190-263a6282bd64;uuid:4f62ca6c-bf80-4084-9190-263a6282bd64/accepted/C/C.1/vehicles[2];268,37
1;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 1: Motocicleta (2023);uuid:7f8aa4fa-fe22-43f2-85f9-557cd159b5cd;uuid:7f8aa4fa-fe22-43f2-85f9-557cd159b5cd/accepted/C/C.1/vehicles[1];232,07
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:ef971ca5-32fb-4725-b47e-d0e8732fa1d4;uuid:ef971ca5-32fb-4725-b47e-d0e8732fa1d4/accepted/C/C.1/vehicles[1];252,80
1;A;Automóvil;1;;1;11001;2;1;2006;1;;Vehículo No. 1: Automóvil (2006);uuid:c2feb6ec-eed8-4929-ad67-2138c070d795;uuid:c2feb6ec-eed8-4929-ad67-2138c070d795/accepted/C/C.1/vehicles[1];416,42
2;E;Motocicleta;1;;;;2;8;2019;1;;Vehículo No. 2: Motocicleta (2019);uuid:c2feb6ec-eed8-4929-ad67-2138c070d795;uuid:c2feb6ec-eed8-4929-ad67-2138c070d795/accepted/C/C.1/vehicles[2];416,42
1;A;Automóvil;1;;1;11001;2;1;2009;1;;Vehículo No. 1: Automóvil (2009);uuid:9ee505c9-7554-4bcb-95d5-aa0068f74c83;uuid:9ee505c9-7554-4bcb-95d5-aa0068f74c83/accepted/C/C.1/vehicles[1];264,96
1;A;Automóvil;3;;1;11001;2;1;2008;1;;Vehículo No. 1: Automóvil (2008);uuid:5196f742-89b5-452a-b09f-90fe57aedc3f;uuid:5196f742-89b5-452a-b09f-90fe57aedc3f/accepted/C/C.1/vehicles[1];26,80
1;A;Automóvil;1;;1;11001;2;1;1995;1;;Vehículo No. 1: Automóvil (1995);uuid:e3e026a0-3504-4b53-a5f6-c310eeb42dd1;uuid:e3e026a0-3504-4b53-a5f6-c310eeb42dd1/accepted/C/C.1/vehicles[1];26,16
1;A;Automóvil;1;;1;11001;2;1;2017;1;;Vehículo No. 1: Automóvil (2017);uuid:cad95a42-a233-4f5a-910f-2ba2da238aa1;uuid:cad95a42-a233-4f5a-910f-2ba2da238aa1/accepted/C/C.1/vehicles[1];28,26
1;A;Automóvil;1;;1;11001;2;1;2005;1;;Vehículo No. 1: Automóvil (2005);uuid:9de63e22-028a-4ba8-989c-b1339894a2f5;uuid:9de63e22-028a-4ba8-989c-b1339894a2f5/accepted/C/C.1/vehicles[1];193,95
1;A;Automóvil;1;;1;11001;2;1;2011;1;;Vehículo No. 1: Automóvil (2011);uuid:0648a737-a88d-4df1-8b02-ce43aad628ee;uuid:0648a737-a88d-4df1-8b02-ce43aad628ee/accepted/C/C.1/vehicles[1];34,26
2;B;Campero/Camioneta;2;;1;11001;2;1;2008;1;;Vehículo No. 2: Campero/Camioneta (2008);uuid:0648a737-a88d-4df1-8b02-ce43aad628ee;uuid:0648a737-a88d-4df1-8b02-ce43aad628ee/accepted/C/C.1/vehicles[2];34,26
1;B;Campero/Camioneta;1;;2;76001;2;1;2011;1;;Vehículo No. 1: Campero/Camioneta (2011);uuid:b71fb672-6561-43b6-8db0-33a9e7d1561c;uuid:b71fb672-6561-43b6-8db0-33a9e7d1561c/accepted/C/C.1/vehicles[1];294,01
1;A;Automóvil;1;;2;76001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:5cf3be63-dbb3-4452-a554-53f8d16df865;uuid:5cf3be63-dbb3-4452-a554-53f8d16df865/accepted/C/C.1/vehicles[1];179,65
1;E;Motocicleta;1;;;;2;8;2014;1;;Vehículo No. 1: Motocicleta (2014);uuid:97ad918a-960c-40ea-b41d-9b6823f7ef9d;uuid:97ad918a-960c-40ea-b41d-9b6823f7ef9d/accepted/C/C.1/vehicles[1];182,10
1;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 1: Motocicleta (2023);uuid:9f94363c-8843-4f94-b7df-aabbebb067af;uuid:9f94363c-8843-4f94-b7df-aabbebb067af/accepted/C/C.1/vehicles[1];179,21
1;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 1: Motocicleta (2023);uuid:1893b3c9-efde-4051-b883-8dc85f52c918;uuid:1893b3c9-efde-4051-b883-8dc85f52c918/accepted/C/C.1/vehicles[1];197,01
1;E;Motocicleta;1;;;;2;8;2018;1;;Vehículo No. 1: Motocicleta (2018);uuid:df368b24-d232-4272-a68e-2c57748beeea;uuid:df368b24-d232-4272-a68e-2c57748beeea/accepted/C/C.1/vehicles[1];403,61
1;A;Automóvil;1;;1;11001;2;1;2020;1;;Vehículo No. 1: Automóvil (2020);uuid:504a1663-1ddc-4131-92e7-af30936c1a13;uuid:504a1663-1ddc-4131-92e7-af30936c1a13/accepted/C/C.1/vehicles[1];201,83
1;A;Automóvil;1;;1;11001;1;6;2022;1;;Vehículo No. 1: Automóvil (2022);uuid:77e5262f-b5de-4c8b-ad63-bf4d8d15e495;uuid:77e5262f-b5de-4c8b-ad63-bf4d8d15e495/accepted/C/C.1/vehicles[1];356,25
1;A;Automóvil;1;;1;11001;2;1;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:229924ce-8e8a-4427-a878-22cfb66c296f;uuid:229924ce-8e8a-4427-a878-22cfb66c296f/accepted/C/C.1/vehicles[1];82,61
1;A;Automóvil;1;;1;11001;2;1;1993;1;;Vehículo No. 1: Automóvil (1993);uuid:9838040f-ecae-4c2a-a6a4-976904349c75;uuid:9838040f-ecae-4c2a-a6a4-976904349c75/accepted/C/C.1/vehicles[1];17,33
2;A;Automóvil;1;;1;11001;2;1;2007;1;;Vehículo No. 2: Automóvil (2007);uuid:9838040f-ecae-4c2a-a6a4-976904349c75;uuid:9838040f-ecae-4c2a-a6a4-976904349c75/accepted/C/C.1/vehicles[2];17,33
3;E;Motocicleta;1;;;;2;8;2011;1;;Vehículo No. 3: Motocicleta (2011);uuid:9838040f-ecae-4c2a-a6a4-976904349c75;uuid:9838040f-ecae-4c2a-a6a4-976904349c75/accepted/C/C.1/vehicles[3];17,33
1;B;Campero/Camioneta;4;;1;11001;2;1;9999;1;;Vehículo No. 1: Campero/Camioneta (9999);uuid:f30bb519-e252-457b-8bb5-2a3e330192cd;uuid:f30bb519-e252-457b-8bb5-2a3e330192cd/accepted/C/C.1/vehicles[1];6,82
1;E;Motocicleta;1;;;;2;8;2019;1;;Vehículo No. 1: Motocicleta (2019);uuid:38f74189-623e-4791-a047-1ff6bde67a41;uuid:38f74189-623e-4791-a047-1ff6bde67a41/accepted/C/C.1/vehicles[1];136,84
2;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 2: Automóvil (2015);uuid:38f74189-623e-4791-a047-1ff6bde67a41;uuid:38f74189-623e-4791-a047-1ff6bde67a41/accepted/C/C.1/vehicles[2];136,84
1;A;Automóvil;1;;1;11001;2;1;2016;1;;Vehículo No. 1: Automóvil (2016);uuid:48ab3336-9d99-41d7-b022-f58f5968feac;uuid:48ab3336-9d99-41d7-b022-f58f5968feac/accepted/C/C.1/vehicles[1];210,41
1;A;Automóvil;1;;1;11001;2;1;2010;1;;Vehículo No. 1: Automóvil (2010);uuid:f3b1336d-82de-4587-8e47-904526db6874;uuid:f3b1336d-82de-4587-8e47-904526db6874/accepted/C/C.1/vehicles[1];23,06
1;A;Automóvil;1;;2;5628;2;1;2020;1;;Vehículo No. 1: Automóvil (2020);uuid:7166a7bd-84bc-4c65-aa8c-a880df834361;uuid:7166a7bd-84bc-4c65-aa8c-a880df834361/accepted/C/C.1/vehicles[1];57,58
1;A;Automóvil;1;;1;25126;2;1;2010;1;;Vehículo No. 1: Automóvil (2010);uuid:3c3b18e0-1528-49ec-a2ff-597ea5e8a47f;uuid:3c3b18e0-1528-49ec-a2ff-597ea5e8a47f/accepted/C/C.1/vehicles[1];17,28
2;A;Automóvil;1;;1;25126;2;1;2015;1;;Vehículo No. 2: Automóvil (2015);uuid:3c3b18e0-1528-49ec-a2ff-597ea5e8a47f;uuid:3c3b18e0-1528-49ec-a2ff-597ea5e8a47f/accepted/C/C.1/vehicles[2];17,28
1;E;Motocicleta;1;;;;2;8;2018;1;;Vehículo No. 1: Motocicleta (2018);uuid:fa78fc9a-1163-470a-8428-fbcda69da136;uuid:fa78fc9a-1163-470a-8428-fbcda69da136/accepted/C/C.1/vehicles[1];272,29
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:49b33e74-ec85-4bb4-8c09-1b5c9fca5b91;uuid:49b33e74-ec85-4bb4-8c09-1b5c9fca5b91/accepted/C/C.1/vehicles[1];126,81
1;A;Automóvil;1;;1;11001;2;1;2017;1;;Vehículo No. 1: Automóvil (2017);uuid:36631c5d-1859-413a-88e2-614a24e78e6c;uuid:36631c5d-1859-413a-88e2-614a24e78e6c/accepted/C/C.1/vehicles[1];128,28
1;A;Automóvil;1;;1;11001;2;5;2022;1;;Vehículo No. 1: Automóvil (2022);uuid:c321df29-2f7a-45e2-b38b-b0d2d3bce784;uuid:c321df29-2f7a-45e2-b38b-b0d2d3bce784/accepted/C/C.1/vehicles[1];189,31
2;B;Campero/Camioneta;1;;1;11001;2;5;2018;1;;Vehículo No. 2: Campero/Camioneta (2018);uuid:c321df29-2f7a-45e2-b38b-b0d2d3bce784;uuid:c321df29-2f7a-45e2-b38b-b0d2d3bce784/accepted/C/C.1/vehicles[2];189,31
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:7ea76d0d-7582-43e7-8c75-849dfc01b5e9;uuid:7ea76d0d-7582-43e7-8c75-849dfc01b5e9/accepted/C/C.1/vehicles[1];112,41
1;A;Automóvil;1;;1;11001;2;1;1995;1;;Vehículo No. 1: Automóvil (1995);uuid:18c3fa2a-de9d-40ff-9e33-6a227171fb57;uuid:18c3fa2a-de9d-40ff-9e33-6a227171fb57/accepted/C/C.1/vehicles[1];98,46
2;A;Automóvil;1;;1;11001;2;1;2013;1;;Vehículo No. 2: Automóvil (2013);uuid:18c3fa2a-de9d-40ff-9e33-6a227171fb57;uuid:18c3fa2a-de9d-40ff-9e33-6a227171fb57/accepted/C/C.1/vehicles[2];98,46
1;A;Automóvil;1;;1;11001;2;1;2007;1;;Vehículo No. 1: Automóvil (2007);uuid:03c4e7ec-e7fd-4a1e-acda-727b289a0b2b;uuid:03c4e7ec-e7fd-4a1e-acda-727b289a0b2b/accepted/C/C.1/vehicles[1];65,85
1;A;Automóvil;1;;2;25473;2;1;2023;1;;Vehículo No. 1: Automóvil (2023);uuid:ded64fcc-d677-4ff9-8bf1-34230e7401b2;uuid:ded64fcc-d677-4ff9-8bf1-34230e7401b2/accepted/C/C.1/vehicles[1];24,92
1;A;Automóvil;1;;1;11001;2;1;2012;1;;Vehículo No. 1: Automóvil (2012);uuid:bfb11b4e-d112-4be9-8dc5-debff1bebb6d;uuid:bfb11b4e-d112-4be9-8dc5-debff1bebb6d/accepted/C/C.1/vehicles[1];17,63
1;B;Campero/Camioneta;2;;1;11001;2;1;2009;1;;Vehículo No. 1: Campero/Camioneta (2009);uuid:2d7f7234-8c34-415c-95f9-5b940309a25d;uuid:2d7f7234-8c34-415c-95f9-5b940309a25d/accepted/C/C.1/vehicles[1];24,58
1;A;Automóvil;1;;1;11001;2;1;2011;1;;Vehículo No. 1: Automóvil (2011);uuid:d7787047-0b8b-4526-a0a8-9e13cb234fc5;uuid:d7787047-0b8b-4526-a0a8-9e13cb234fc5/accepted/C/C.1/vehicles[1];135,99
1;A;Automóvil;1;;1;11001;2;1;1998;1;;Vehículo No. 1: Automóvil (1998);uuid:c8b193d7-287f-4798-b923-833c27b56b03;uuid:c8b193d7-287f-4798-b923-833c27b56b03/accepted/C/C.1/vehicles[1];100,85
1;A;Automóvil;1;;1;11001;2;1;2012;1;;Vehículo No. 1: Automóvil (2012);uuid:133dfb7a-08b8-4de3-834d-d57c8f6c6979;uuid:133dfb7a-08b8-4de3-834d-d57c8f6c6979/accepted/C/C.1/vehicles[1];79,60
2;A;Automóvil;1;;1;11001;2;1;2014;1;;Vehículo No. 2: Automóvil (2014);uuid:133dfb7a-08b8-4de3-834d-d57c8f6c6979;uuid:133dfb7a-08b8-4de3-834d-d57c8f6c6979/accepted/C/C.1/vehicles[2];79,60
1;A;Automóvil;1;;1;11001;2;1;2004;1;;Vehículo No. 1: Automóvil (2004);uuid:59b493fd-2b63-497f-ace5-32857bb4cff7;uuid:59b493fd-2b63-497f-ace5-32857bb4cff7/accepted/C/C.1/vehicles[1];82,46
1;A;Automóvil;1;;1;11001;2;1;1993;1;;Vehículo No. 1: Automóvil (1993);uuid:a975953b-b995-4cff-8abe-e73c41973225;uuid:a975953b-b995-4cff-8abe-e73c41973225/accepted/C/C.1/vehicles[1];56,16
1;A;Automóvil;1;;1;11001;2;1;2013;1;;Vehículo No. 1: Automóvil (2013);uuid:095920e6-463f-470b-87d8-d4a81b4d2373;uuid:095920e6-463f-470b-87d8-d4a81b4d2373/accepted/C/C.1/vehicles[1];30,64
2;E;Motocicleta;1;;;;2;8;2019;1;;Vehículo No. 2: Motocicleta (2019);uuid:095920e6-463f-470b-87d8-d4a81b4d2373;uuid:095920e6-463f-470b-87d8-d4a81b4d2373/accepted/C/C.1/vehicles[2];30,64
1;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 1: Motocicleta (2023);uuid:f3e7ce0e-b36d-4612-ac90-1d0c4814de1e;uuid:f3e7ce0e-b36d-4612-ac90-1d0c4814de1e/accepted/C/C.1/vehicles[1];36,07
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:9fc3c814-d541-40d7-a7e0-5e8b0e06e1a2;uuid:9fc3c814-d541-40d7-a7e0-5e8b0e06e1a2/accepted/C/C.1/vehicles[1];21,35
2;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 2: Motocicleta (9999);uuid:9fc3c814-d541-40d7-a7e0-5e8b0e06e1a2;uuid:9fc3c814-d541-40d7-a7e0-5e8b0e06e1a2/accepted/C/C.1/vehicles[2];21,35
1;E;Motocicleta;1;;;;2;8;2018;1;;Vehículo No. 1: Motocicleta (2018);uuid:373f178a-eb95-4e67-b70b-ecb0749d74d6;uuid:373f178a-eb95-4e67-b70b-ecb0749d74d6/accepted/C/C.1/vehicles[1];29,09
1;A;Automóvil;1;;1;11001;2;1;2014;1;;Vehículo No. 1: Automóvil (2014);uuid:0e280dec-d3b9-4a68-b3fb-0f8d142d4a5a;uuid:0e280dec-d3b9-4a68-b3fb-0f8d142d4a5a/accepted/C/C.1/vehicles[1];24,85
1;A;Automóvil;1;;1;11001;2;1;2012;1;;Vehículo No. 1: Automóvil (2012);uuid:ff9c589f-5cdc-4bf8-8553-9e3ebc5f7404;uuid:ff9c589f-5cdc-4bf8-8553-9e3ebc5f7404/accepted/C/C.1/vehicles[1];131,69
1;B;Campero/Camioneta;6;;1;25126;2;3;2024;1;;Vehículo No. 1: Campero/Camioneta (2024);uuid:1aa01a33-56e4-4a95-8a87-81df866449f3;uuid:1aa01a33-56e4-4a95-8a87-81df866449f3/accepted/C/C.1/vehicles[1];97,90
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:ca48206b-8852-4112-98e8-30599dcab4b7;uuid:ca48206b-8852-4112-98e8-30599dcab4b7/accepted/C/C.1/vehicles[1];19,68
1;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 1: Motocicleta (2023);uuid:6a48b0ef-9ca5-46bc-8bc8-cf2401a301bf;uuid:6a48b0ef-9ca5-46bc-8bc8-cf2401a301bf/accepted/C/C.1/vehicles[1];39,92
1;A;Automóvil;1;;1;11001;2;1;2019;1;;Vehículo No. 1: Automóvil (2019);uuid:bcf698e6-ecca-4dbf-adce-a431f4e2b6a2;uuid:bcf698e6-ecca-4dbf-adce-a431f4e2b6a2/accepted/C/C.1/vehicles[1];211,50
2;A;Automóvil;1;;1;25473;2;1;2020;2;;Vehículo No. 2: Automóvil (2020);uuid:bcf698e6-ecca-4dbf-adce-a431f4e2b6a2;uuid:bcf698e6-ecca-4dbf-adce-a431f4e2b6a2/accepted/C/C.1/vehicles[2];211,50
1;A;Automóvil;1;;1;25175;2;1;2022;1;;Vehículo No. 1: Automóvil (2022);uuid:2ff3521e-1647-4680-80ee-7b583918035a;uuid:2ff3521e-1647-4680-80ee-7b583918035a/accepted/C/C.1/vehicles[1];21,39
2;A;Automóvil;1;;1;25175;2;1;2021;1;;Vehículo No. 2: Automóvil (2021);uuid:2ff3521e-1647-4680-80ee-7b583918035a;uuid:2ff3521e-1647-4680-80ee-7b583918035a/accepted/C/C.1/vehicles[2];21,39
1;A;Automóvil;1;;1;11001;2;1;2012;1;;Vehículo No. 1: Automóvil (2012);uuid:09b046d2-f6d5-46ba-9a57-495eec34a7b0;uuid:09b046d2-f6d5-46ba-9a57-495eec34a7b0/accepted/C/C.1/vehicles[1];17,49
1;A;Automóvil;1;;1;11001;2;1;2017;1;;Vehículo No. 1: Automóvil (2017);uuid:0c1caa09-a611-466d-89b9-b23c67831e6e;uuid:0c1caa09-a611-466d-89b9-b23c67831e6e/accepted/C/C.1/vehicles[1];96,67
2;A;Automóvil;1;;1;11001;2;5;2020;1;;Vehículo No. 2: Automóvil (2020);uuid:0c1caa09-a611-466d-89b9-b23c67831e6e;uuid:0c1caa09-a611-466d-89b9-b23c67831e6e/accepted/C/C.1/vehicles[2];96,67
3;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 3: Motocicleta (2023);uuid:0c1caa09-a611-466d-89b9-b23c67831e6e;uuid:0c1caa09-a611-466d-89b9-b23c67831e6e/accepted/C/C.1/vehicles[3];96,67
1;A;Automóvil;1;;1;11001;1;7;2008;1;;Vehículo No. 1: Automóvil (2008);uuid:0a529ae5-3df0-465f-9233-fe091e43e37a;uuid:0a529ae5-3df0-465f-9233-fe091e43e37a/accepted/C/C.1/vehicles[1];81,24
2;E;Motocicleta;1;;;;2;8;2018;1;;Vehículo No. 2: Motocicleta (2018);uuid:0a529ae5-3df0-465f-9233-fe091e43e37a;uuid:0a529ae5-3df0-465f-9233-fe091e43e37a/accepted/C/C.1/vehicles[2];81,24
1;A;Automóvil;1;;1;11001;2;1;1996;1;;Vehículo No. 1: Automóvil (1996);uuid:e1cae39f-6951-4e12-9863-76bccb02a135;uuid:e1cae39f-6951-4e12-9863-76bccb02a135/accepted/C/C.1/vehicles[1];17,22
1;A;Automóvil;1;;1;11001;2;1;2010;1;;Vehículo No. 1: Automóvil (2010);uuid:22f06a18-ea48-4a00-bf03-2053134b11ca;uuid:22f06a18-ea48-4a00-bf03-2053134b11ca/accepted/C/C.1/vehicles[1];18,18
1;A;Automóvil;1;;2;25307;2;1;1995;1;;Vehículo No. 1: Automóvil (1995);uuid:097e770c-f67f-4ea7-8f58-a2ae3b69b3a3;uuid:097e770c-f67f-4ea7-8f58-a2ae3b69b3a3/accepted/C/C.1/vehicles[1];153,60
2;A;Automóvil;1;;1;11001;2;1;2017;1;;Vehículo No. 2: Automóvil (2017);uuid:097e770c-f67f-4ea7-8f58-a2ae3b69b3a3;uuid:097e770c-f67f-4ea7-8f58-a2ae3b69b3a3/accepted/C/C.1/vehicles[2];153,60
3;E;Motocicleta;1;;;;2;8;2015;1;;Vehículo No. 3: Motocicleta (2015);uuid:097e770c-f67f-4ea7-8f58-a2ae3b69b3a3;uuid:097e770c-f67f-4ea7-8f58-a2ae3b69b3a3/accepted/C/C.1/vehicles[3];153,60
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:011ea4bc-f067-466b-b8b4-97b644f507e8;uuid:011ea4bc-f067-466b-b8b4-97b644f507e8/accepted/C/C.1/vehicles[1];155,17
1;B;Campero/Camioneta;2;;1;11001;2;1;2017;1;;Vehículo No. 1: Campero/Camioneta (2017);uuid:7e717440-8029-4d2f-9449-4f052222821d;uuid:7e717440-8029-4d2f-9449-4f052222821d/accepted/C/C.1/vehicles[1];86,15
2;A;Automóvil;6;;1;11001;2;3;2023;1;;Vehículo No. 2: Automóvil (2023);uuid:7e717440-8029-4d2f-9449-4f052222821d;uuid:7e717440-8029-4d2f-9449-4f052222821d/accepted/C/C.1/vehicles[2];86,15
1;A;Automóvil;1;;1;11001;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:edc355d1-0d04-4e74-bc19-7f6655492cc2;uuid:edc355d1-0d04-4e74-bc19-7f6655492cc2/accepted/C/C.1/vehicles[1];175,33
1;A;Automóvil;1;;1;11001;2;1;2016;1;;Vehículo No. 1: Automóvil (2016);uuid:21ee054e-6724-4f4f-9bdb-46b328b22d6a;uuid:21ee054e-6724-4f4f-9bdb-46b328b22d6a/accepted/C/C.1/vehicles[1];85,76
1;E;Motocicleta;1;;;;2;8;2017;1;;Vehículo No. 1: Motocicleta (2017);uuid:aa70d4bb-b30c-4a4c-aed6-e68a5db8ab65;uuid:aa70d4bb-b30c-4a4c-aed6-e68a5db8ab65/accepted/C/C.1/vehicles[1];17,64
1;A;Automóvil;1;;1;11001;2;1;2012;1;;Vehículo No. 1: Automóvil (2012);uuid:9b3a501a-5325-4bad-8818-7603f82461b7;uuid:9b3a501a-5325-4bad-8818-7603f82461b7/accepted/C/C.1/vehicles[1];28,22
2;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 2: Motocicleta (2022);uuid:9b3a501a-5325-4bad-8818-7603f82461b7;uuid:9b3a501a-5325-4bad-8818-7603f82461b7/accepted/C/C.1/vehicles[2];28,22
1;A;Automóvil;1;;1;11001;1;1;2022;1;;Vehículo No. 1: Automóvil (2022);uuid:05f601e6-09e1-44cf-8b86-6d3c0934ca75;uuid:05f601e6-09e1-44cf-8b86-6d3c0934ca75/accepted/C/C.1/vehicles[1];72,50
1;A;Automóvil;1;;1;11001;2;1;2020;1;;Vehículo No. 1: Automóvil (2020);uuid:1b21766b-d6cd-4250-a191-091aee796a48;uuid:1b21766b-d6cd-4250-a191-091aee796a48/accepted/C/C.1/vehicles[1];16,96
1;A;Automóvil;1;;1;11001;2;1;2011;1;;Vehículo No. 1: Automóvil (2011);uuid:f2916c43-26ff-46cf-9f41-82d5c265e55e;uuid:f2916c43-26ff-46cf-9f41-82d5c265e55e/accepted/C/C.1/vehicles[1];17,37
1;A;Automóvil;1;;1;25175;2;1;2008;1;;Vehículo No. 1: Automóvil (2008);uuid:7e6c2910-fdac-4f46-9510-e199ece8b13d;uuid:7e6c2910-fdac-4f46-9510-e199ece8b13d/accepted/C/C.1/vehicles[1];17,31
